id,contract_number,contract_number_sys,trd_buy_id,trd_buy_number_anno,ref_contract_type_id,ref_contract_status_id,crdate,contract_sum_wnds,supplier_id,supplier_biin,customer_id,customer_bin,index_date,system_id
19,25f1121d-09f5-4183-a079-86dcbdce516d,b804555a-3932-4d89-9ec2-0a6d62fd7e88,550,dadede20-88f8-4b37-8ee7-924f03a5fc66,5,1,2024-03-01 13:01:22,5543785.83,404,457603035611,728,942392006779,2025-05-11 15:28:24,3
20,0c4bf80e-d0aa-4bb2-baf4-5939660f505b,67471237-cfff-4d39-ac28-b6fc33a044ec,305,938b92bd-9667-4835-b625-fee8fc99463c,5,9,2023-09-17 06:59:42,10499926.33,813,424055767539,161,893097439772,2025-09-08 04:58:08,3
21,13c49af6-64c8-4483-8a29-ffe5df09eb4f,6ca2ab8d-5eaa-4b77-a790-1bcef95d1194,504,0ae18659-619f-4a91-9a18-af5b80e03d83,3,3,2025-05-29 22:59:51,13464135.4,205,685194279671,495,999316677494,2023-03-09 21:14:37,3
22,1e1b25ab-390e-49d3-be49-f79e46e55f0a,fabd2e05-c064-4eb5-8846-c7631ad76db6,639,b03ac059-09ae-419e-b087-ac318c0ba6b7,1,2,2024-07-31 16:42:57,16456150.18,109,501455039703,1054,698564262139,2023-09-12 05:41:08,3
23,d1a4bd85-6ac6-4810-b4d9-f646f3358348,d035173d-d708-41b3-88c3-27ce03dcaf5f,61,9fb1725a-433c-42fa-85d8-15ca145b7bd0,2,3,2023-02-11 18:30:37,29708280.69,966,379167610966,935,550811715746,2023-04-12 10:28:03,3
24,4457f76b-3882-47b0-9181-92eb89ae6568,64a44b95-d60e-42f2-b443-727da180be1e,90,28fe6a1d-01fb-42f1-a617-d2623677da4f,2,8,2025-01-28 06:30:58,43730399.75,892,458441449617,346,501906921719,2024-12-15 00:30:00,3
25,1daac739-54a9-4be8-9e9e-d42ee204399c,95e88eee-342c-423c-9393-746de1fb79eb,357,3d1bf30f-372b-4cf9-977e-a4de03daef8c,3,10,2025-06-17 18:14:01,8815457.49,277,515101074203,11,598371047575,2024-10-20 10:53:25,3
26,6ed043a6-bfd9-41a9-8552-04cdc5e08bd4,8826b65c-be85-4097-8ca6-3db5722dba67,1074,191fcd53-bc2b-41b9-bd3b-277ca2b2a7bd,4,10,2024-04-30 19:15:28,34066559.88,800,259749546609,297,434898095375,2025-03-08 11:09:34,3
27,62602e6e-f365-4149-a6ed-0624ef05de2e,f77a96cf-82b3-4336-aed6-5aac7ba17eb5,736,aee5de95-e7f8-434e-89e7-983276176c2e,1,5,2024-03-23 09:56:28,46678998.32,1076,556594884624,160,820697341424,2025-04-02 06:12:43,3
28,84c394ca-df20-4903-be56-4780d5b059c0,58249b66-7ae7-45a4-bbd6-add7d240327c,874,36410a21-4bb9-4720-87f5-06c590a44ee8,4,10,2024-12-31 11:30:29,3437127.6,827,810202407393,1106,722507997434,2023-04-13 02:25:53,3
29,f60e97b3-74bd-4220-8cc7-e259d8bb0ea4,675f0942-66ec-424f-86af-7a926a5ba3d2,1114,4252575e-5a25-44c0-9cde-91abd412bbba,4,1,2023-08-31 23:34:32,20647722.68,730,439180335730,339,648317879222,2024-07-27 03:36:08,3
30,f2cdef88-b9ae-4c69-a10b-f5b2758ff7b9,1bd30d4a-492c-41a5-a213-73c9723adb24,252,dec344bd-7c8c-4eb2-9f28-3f07c655a117,2,9,2024-12-18 19:09:32,42033919.99,592,266120801888,1072,681732001029,2024-02-18 01:39:43,3
31,e2582505-a743-49c0-b62d-0379ce4a7207,27b10980-3ed7-45d6-ab0f-6ffac82032c1,933,3185d72d-2dba-42e6-ae96-132143e4fc1c,1,5,2023-08-30 19:22:41,47219377.01,68,199669233780,349,385782211787,2024-11-29 23:13:35,3
32,cbfc58d6-ad45-43b9-84a3-6e1a321f3703,88aea11e-5eaa-4cbf-ad3e-e8ac0faf5cfc,886,e5a0ecfe-2fe7-4da5-b4f0-9e5673430a26,1,3,2025-09-12 06:31:52,28029151.37,610,286222427683,98,201063232390,2023-11-28 09:20:08,3
33,8100c568-fb15-4e58-9aa8-a4228ea092f6,1595a1c3-c15e-40ba-835e-02c9da0558ad,733,08a30c4c-bdcf-4d5c-b790-8ffd150f9691,1,1,2023-05-03 11:29:32,32499356.7,226,752531394022,120,675909730074,2025-03-05 13:42:25,3
34,3b3530a9-816d-436c-baaa-6b46e59f267d,0321c148-09ed-4d02-ac37-0a4d45225f73,710,233d7581-1c86-4666-b3cc-84289fe4abf2,5,5,2023-05-23 01:44:27,47210443.07,929,908313678151,10,452639961145,2025-01-24 10:24:17,3
35,412ffde3-14a6-4f88-a584-c5cd95a4375e,0bb7a454-83e7-4f84-9504-ab827024f561,165,24bd943f-1dfe-4c21-a3eb-16527776a6c9,5,3,2024-07-12 13:36:20,25596005.63,871,820991878968,1197,707406559837,2025-06-17 20:56:14,3
36,9275e4f9-b40c-475e-aae0-1c6b2fefeed1,92cf7480-bc45-4eda-a8bd-b44c423e7470,1064,94af8db3-abae-4910-b395-557fffb46e07,2,6,2023-03-11 23:38:49,10678297.43,894,822494488849,486,575757048900,2023-02-12 20:24:28,3
37,9f751307-ea6b-4ccb-955f-e2f203124758,cec4ddec-a838-4c57-a614-a9c35363d815,824,f959dcfc-1a3f-4bed-b23c-6bb26a4d7294,5,1,2023-06-05 15:24:25,8452213.09,815,546656590845,379,612162784170,2023-02-20 22:50:03,3
38,87841e16-b002-49b6-a2ef-4365445a76f2,ce647dd1-fb45-446a-858c-7dfc53c362d4,987,b1df5070-7e74-4b4b-89e1-5d66810e428c,5,8,2024-05-15 06:12:24,18879002.03,795,118698486056,764,830305199665,2024-09-28 13:48:22,3
39,71ad6221-2db0-4dd9-8530-1d13c9b82b84,ee814623-ac5d-43b5-a31d-39925c58c158,951,863eff0d-ba32-4b38-8d9c-c78f1bc648c2,4,7,2023-05-27 20:08:50,20827002.31,267,849480744603,155,801910456714,2023-03-05 02:28:26,3
40,76109b30-daa9-42b8-a2ea-695b0d90b822,94b99734-ba04-45da-99aa-120d358185d6,820,7c4e597c-00cc-4750-b54d-a4943f3b0841,2,2,2023-08-04 13:01:20,20504303.7,25,167588398601,223,597256904948,2023-04-01 06:53:28,3
41,2e30dc00-b66b-46dd-85bf-2006f38803fd,28868752-82e6-4185-9fee-14b26be47f07,438,e50e994b-5987-4f09-9d43-15a7f740192b,1,8,2024-01-28 00:30:02,229789.09,1184,527402641601,652,640969969433,2025-01-06 05:20:10,3
42,aa6d0526-40a9-4ac6-a21c-427fbab37c04,0853e823-86ee-4764-9440-54294f388170,167,6f5af2f5-5e61-4041-8e3d-195aa20a757a,2,9,2024-06-21 19:02:04,21929633.03,905,842242689530,484,144900870264,2023-04-19 23:21:09,3
43,3c9b15c4-9a05-4121-b9f2-c4fee3832fdc,72cb6a44-6a35-4cdc-9460-43dfa9d397f1,554,01d2ae64-7a90-41b6-8ef2-f4f222a3bb2e,4,5,2025-06-12 06:25:32,39011198,722,608993683808,281,999259158245,2022-12-01 07:27:16,3
44,be141b46-922c-4b0c-a880-afb8a6181433,935e7211-935e-4c87-b0b8-e5e1833a4a6f,749,4b9990c1-40c8-4f45-b21b-2f699a06ab6f,2,5,2023-09-03 05:45:47,19407679.83,783,903990801021,758,299996932980,2025-10-14 13:13:35,3
45,f85c7412-f40c-4863-9439-15344e69b449,e6e265e6-89d4-4c7d-aa6e-b1d445a5c5f5,35,0fb6bf69-490a-427a-9303-88e0f0176a56,5,1,2025-05-12 10:52:03,1347982.97,628,173540692701,584,573016090598,2024-04-16 14:40:25,3
46,d1392f3c-55f6-4314-be33-d46554dd065b,cfbb8753-d6d7-435b-b339-8d45afe7132c,160,6d19960d-cd52-4c88-a43e-afabd1ebe6f4,3,4,2024-01-23 07:09:47,23322447.6,579,454021151129,1022,585995919318,2024-07-14 19:02:23,3
47,39c28989-890d-4fa2-aa52-837b5f9eef00,0bc2e823-9b2c-4d18-bd7c-6b4a54847aa5,1069,549cf9be-5f75-4306-a592-37e1580ea8c6,4,10,2024-04-11 10:13:39,34463025.2,699,707901081741,635,664104459254,2025-06-12 20:53:33,3
48,a59c3df0-38ba-4d57-8d44-faf9e2a3dd10,e2473198-9d2b-47f2-8b91-cf15592325cc,440,7e5c4398-3a2a-4a28-99ea-918d55b91d67,5,10,2024-02-23 13:39:16,23143090.26,1117,660385900343,936,873583612390,2025-08-26 18:17:04,3
49,2b684b0f-daa0-46f6-bad9-db6964ed3c49,a01a489f-ea71-4b92-b36d-3eb8e7a77318,17,ebba1555-1885-498e-9cad-d19e3c96486a,2,6,2025-05-12 10:45:32,25539055.33,23,416949826299,719,468686381499,2025-06-29 01:25:31,3
50,aee2c11b-62bd-4ad3-8aa7-126f1b5c4ffe,8dd354d7-0bcd-4e79-ab7f-ce4e42748089,1052,e0541a88-da47-459c-8da0-efdd043459ba,3,6,2023-09-14 06:24:34,32475857.69,853,769975638778,226,729711589326,2023-03-25 15:17:11,3
51,1be0adaa-8b8f-483e-b0ec-9ccf76d20bc8,6f56d510-6617-4bf8-beec-66e81f9e418f,368,696b0c12-3590-467d-a7ea-5d97c71ed12a,3,8,2023-05-11 06:58:52,5249320.09,69,441732335773,357,547269549984,2023-05-20 11:41:34,3
52,cf51e9fc-0dd9-4bb6-befc-7434e431035b,98158e59-85b4-4f4b-91b6-d300dd69756d,19,30bfd3b6-4763-4373-91e4-592de3916d6e,2,7,2024-11-15 00:54:55,31799309.94,866,352341364924,1163,234033563535,2024-07-13 06:33:09,3
53,dafca25b-55b2-4446-a635-cabe7e1ada4f,ae7a7fd3-6673-4f70-b34f-52149b686900,1160,12134194-b6f2-40a3-a054-15d1fb58ec3b,5,3,2025-05-10 01:18:09,33743046.26,70,575895012688,1042,897980217306,2023-04-02 21:27:15,3
54,fe3119b0-1344-47f5-bcf7-b11a3f0903df,456e5122-11d0-4c71-b297-164903e8d11c,130,be9392bb-692c-4342-acbc-f747d0981b54,3,8,2023-08-22 01:11:15,4247785.04,380,457175562141,159,180232887131,2023-05-12 17:58:55,3
55,1aefa7f6-413d-4c6b-a03d-6d5ea2f8caa4,0089c79f-367b-4d30-aacd-58eed46d1367,706,7711d043-10ba-4c36-aa88-7b86a3bd57b4,3,3,2024-11-24 20:06:06,8958422.93,184,762718536556,514,598086418008,2024-07-10 20:01:36,3
56,7261146c-74ad-46c5-80b2-fbd64763a135,c8124d2a-3313-4b7d-b34d-a6742237594f,429,92a3408d-740b-4d47-99b7-bdff2fa582c1,2,1,2025-04-21 12:44:04,2028514.5,32,125846212215,516,896322991793,2023-08-19 07:16:17,3
57,6e1ae1eb-f587-4423-8be7-e76f79f762d7,8afde42d-972a-4616-9043-99cfd3a43d8f,80,a02ac57d-e7ee-480f-999a-010d2b591565,5,2,2024-01-17 20:04:57,5604858.32,336,755620027092,720,913218649034,2024-01-06 06:13:27,3
58,9e7d13d3-a143-467c-aa83-4f6aac12a332,283ec613-c347-4f35-abf4-86c24a0414c2,524,9cd71fba-7fa7-49cb-956b-bd6fab2d6277,4,8,2025-05-24 22:55:50,15784790.86,418,378887367262,1200,270706478987,2024-03-15 13:04:35,3
59,cacd8d16-bae6-4488-9fb7-6d53561e6b7c,074ef235-65f0-4f44-b1be-64466a299f54,663,be43e81e-eca3-45b1-b2df-3bfe8fb34177,3,6,2025-05-13 10:58:56,33709734.59,262,282220534811,549,571310768750,2023-08-15 09:08:14,3
60,7bfc0d7c-d10a-49e8-b9fe-4c58f7af50da,b955aba7-38ac-456b-af58-964cb94327de,1046,97484f12-2c8a-4052-976c-26d117e505ce,5,7,2025-03-10 03:14:00,2733758.92,766,675284634211,814,746060243908,2025-03-21 11:16:56,3
61,6f3b6f3f-e505-42ad-b033-eebc419a2d21,dac24048-e83e-4ed3-88ac-ace187a24439,535,bc549b45-3a7b-41af-8ffd-026e99976b98,2,1,2025-04-22 22:42:05,36530934.44,524,636654713424,604,296988247098,2024-01-29 07:46:24,3
62,097d1352-58c7-4671-b70e-07005580b6c4,0dfec14f-b4d4-4bfd-82d1-2ce6c8997936,718,92c339db-99ea-40a0-a8cf-1d4c9b7a9722,5,1,2024-04-28 16:20:03,32966834.84,1199,294532517301,828,380037736786,2025-07-07 12:17:46,3
63,bcedd1e5-b995-45c7-beba-ef5b57629bb0,2708b00e-ec1a-4332-bece-75f0bafa6bcd,77,25e63d30-cc0c-4fbf-9fd6-28bbafe3ea1d,2,8,2023-10-08 18:47:28,6736551.19,774,401792072268,492,259666778204,2025-09-21 01:33:19,3
64,1552843e-3128-4cdd-b96d-068e81a862ab,24400ace-c899-4c51-9dba-03260d3a8596,100,55b47c28-d09e-48cd-b098-a3196285d1a9,5,7,2024-12-11 23:04:44,42416493.01,997,977555579263,790,716664178935,2023-08-13 14:58:35,3
65,fdfb47e4-6a07-4915-8a00-52273fa3022f,11b22c83-305c-47cc-8e08-293701f623ce,641,094ef34f-00a3-4f41-9923-b1e0e2d669ed,2,8,2025-10-31 08:34:21,36282321.64,367,298263888229,788,374878449195,2023-03-20 11:41:32,3
66,e4deeddf-9b4e-41a9-8e41-b57b2d7b3fd9,5add3e6a-f437-4381-b20e-6ad1471e7bae,566,fc1890b7-26ad-458c-9bd3-7895cd01c265,4,5,2023-11-29 05:25:31,28814687.97,799,351716222975,410,794037328178,2023-11-24 11:54:27,3
67,c896dc9e-7fed-4309-8fd3-4db3256e0681,99a71bba-f87d-4235-975c-894dc5c3c1fa,236,ebce19fd-7110-442d-88da-cb030efc2424,1,4,2025-04-22 20:44:12,35441831.09,803,148924700655,786,422924333189,2025-09-25 01:12:34,3
68,3ce52589-44a3-40fa-a14c-0bb537ce9c0e,c18f0044-d029-481d-b60c-b7dac82928e6,253,f2bed87d-f607-4e8d-ae67-ee5e37550fe5,1,6,2024-06-04 16:20:06,49589941.49,759,752998653254,1121,376739488740,2025-07-13 09:43:21,3
69,9d5a5ada-d783-4846-9f0d-abf5ddc6963b,510058e1-dc97-4550-9c03-f8244b07b474,292,8061e824-5529-4c10-a84c-2702b2e6e2d4,5,5,2023-01-05 14:04:21,42442238.37,548,181195805685,525,454098930784,2024-06-13 01:29:50,3
70,3cd24076-860f-4303-abe9-be95927b1b5b,53a48324-349b-4e83-b19b-97e3d75ae25e,1150,c3a189c9-ef1e-43b7-bbf7-89438b67beef,4,7,2023-07-09 18:09:03,22574861.62,1070,929116063049,627,295811825068,2025-01-02 02:31:17,3
71,306a9e3e-84ee-4ae2-b236-476abc4247fa,22c04862-27a0-4d2a-b6ff-22538b8bb937,578,6325c791-d2c0-4dd0-bef1-db372b2d8494,2,4,2024-08-13 11:06:08,34779790.81,640,983769598649,1121,779133379656,2025-05-17 16:45:39,3
72,a85e2437-a354-4ceb-ac0c-f7c738408d20,754ab964-6b2b-48f7-ae90-eec7541858d9,1181,e0fe85c3-6d92-4994-93bf-9fb141f69643,1,3,2024-11-05 08:09:06,37428306.02,197,451531232639,1114,256121712690,2022-12-08 05:59:12,3
73,ac6ba295-3555-4781-98f5-b71c938f165a,4f51813d-4b32-40e8-8738-248e78371340,492,a3f35338-b46c-423a-90cc-44a3a580c62d,4,2,2025-11-15 11:03:05,23094704.25,944,139738461715,239,393490044908,2023-11-23 10:25:39,3
74,b1a39f09-5303-4d14-ae5f-b39247dffc43,4c62d968-dfd0-4d74-a76e-1fdfb1b64051,589,4b29fbc2-76d7-49f3-8b1e-b5e60f5d2c30,5,9,2025-07-17 14:22:38,36067340.82,1023,482936454615,84,515400156413,2025-05-17 19:49:03,3
75,1ee99a49-4293-4285-96ea-bacb382de7c5,2bbb7914-44f2-4f72-a478-e64ee59cfb9b,634,d6a91ae8-aa0d-47b8-bd95-c5a2b5449c70,1,9,2024-07-28 16:21:56,112258.53,1075,799238202353,224,350678240798,2025-04-16 18:43:02,3
76,e98c12fb-7502-43a0-ae83-1779df64562a,68c61221-1da4-4c6b-979a-faae60cda3ab,823,ed1aad4d-320d-41a8-b956-304a2b7743fb,3,9,2023-09-08 01:05:59,25319926.74,1110,559684976474,747,221433195083,2024-04-01 23:07:07,3
77,389c1fc6-0b15-47e8-a92e-bb5e71ccd9c0,b2278119-89f8-42a3-9810-b593ecbaf14c,378,5b31dfcf-01b8-4832-baf1-4cb90380f9a8,5,6,2024-06-22 19:24:41,6848256.39,486,721352994991,230,579559818021,2024-07-23 21:16:23,3
78,23d064fc-9de6-49fe-ab57-34325e38016d,68d57851-3047-432a-b51d-9d9b4c1bcc38,903,ae5a75e1-9468-4303-848c-86133c05262e,1,3,2023-04-29 10:27:09,11191327.9,511,502575999589,515,999583111347,2024-05-24 17:35:03,3
79,47744d87-5901-4ab3-9a60-ff88653a1f69,2dfd21e2-c171-49c0-9752-9feb850919e4,662,d72561a2-1df6-4eb5-b28e-999f75b50df3,1,6,2024-08-07 21:22:55,18224057.55,1165,510100044362,856,831822612201,2025-07-24 06:03:42,3
80,0f6f1fc7-611c-417e-b50c-f260b0e9fdc6,86d048d6-d291-4161-8a37-b01a8b3c69ec,1198,28ec31b0-0a5e-43bc-821a-07480424a5f3,3,4,2023-08-01 22:25:38,39030507.55,1045,494383315794,241,291879166176,2023-02-04 19:45:00,3
81,30be8c83-573c-41bc-9f40-74cd0d01a6d8,299c8585-f979-4474-acab-1b3cf8220958,261,20713fe9-c04f-4bdc-b12d-b8843bb68f6a,2,2,2025-04-14 07:23:58,36714950.48,1177,202872905571,46,588464757855,2025-06-05 11:35:19,3
82,b7dd2086-f55d-40cc-8f6f-16cdfd58c162,25c63ddb-c3ef-4a91-9295-bab22fd2b8fd,383,2c31cd08-2cb6-42ca-b317-809742275385,4,10,2023-01-06 06:06:25,33356921.41,692,953529469881,342,626167053668,2025-04-18 00:30:05,3
83,c53182b1-9713-48b6-8e1e-97b766c73de5,b54a4115-c8a6-451d-86bb-a694dd656084,80,829115b0-cc73-4184-be5e-247f0a0f5e4a,5,7,2023-03-02 02:35:35,39674911.9,1143,875158371608,131,745447427632,2023-09-22 13:36:45,3
84,92e1bbe9-167c-41d5-9918-f462c4c74c68,37ecbc38-9157-48b1-a8ca-a2c24acfc9df,590,187a55a5-b4dc-47f8-b014-96aefd718e24,3,1,2023-05-24 02:10:08,34338255.63,832,509970239455,890,482534813759,2025-05-20 06:51:30,3
85,de15226f-01c7-4117-887d-4a5a7dda99a3,862f8237-dbf9-467f-a67a-67fd61216e4d,359,6c6d8652-f44b-4488-9b56-a0e2dabf1669,1,9,2024-12-13 00:29:20,32737594.52,937,467155663859,304,955052129031,2023-01-25 16:22:11,3
86,ecfb6825-b652-4f7e-9849-814f4df6bfd8,87ffe7b1-7005-44ae-a401-5d550875ab33,164,8bfa310d-827e-4a1e-905b-6e8f1bf92acc,4,9,2024-03-21 02:29:00,37571769.46,828,357335072512,1000,780162410839,2023-08-14 04:51:59,3
87,94ba6660-1e7f-4dd7-975d-704046df9c31,e5534726-dd06-45b1-ad16-a959ee26c672,155,61f809b6-82a9-457b-a853-0a0fdbf8e598,1,4,2025-11-08 15:49:29,35119904.18,255,164729444460,170,754534952536,2023-12-17 15:54:25,3
88,3962ba98-0bfa-4f9c-b2dd-45b5204c7b8b,800415d0-0e92-44f6-9fc3-862b2ac26d35,457,f5b44d7f-9887-444d-9212-b51490bc3066,1,2,2024-12-14 20:35:07,27551704.8,1143,406301568989,106,312022497627,2024-09-05 02:11:35,3
89,accd3290-701a-4669-84df-961c9256cf5a,931019f9-7fe0-4e3b-ab7e-1fad20d4cda0,1148,17283b7d-6590-4cf1-baee-f9d4381e46e1,1,1,2025-07-24 21:04:24,7723066.26,1089,836948143603,185,476024899002,2025-04-10 04:42:57,3
90,80b995c9-42a9-4525-a4a5-b30cc60d5330,62fd7d5a-125b-4b0a-96a1-136596e2e053,648,2b6a7146-c7c1-4e86-881a-4fd416cf96a4,3,3,2023-10-14 07:24:27,1674340.54,577,943701270644,1170,955146716294,2025-10-26 20:11:09,3
91,207f8706-74c4-492b-9e18-4080cf122ee7,cbfd293b-9d68-4131-8e67-bdbddd33fa7f,838,257cb938-a44a-4bc3-b165-7e61ecbd2fb6,1,1,2024-09-11 03:25:54,10467745.2,428,439542517896,559,897336265497,2024-08-23 01:55:10,3
92,c014db05-75f8-4a5f-b4b0-0fef4af4bd32,2c4cd510-dab2-4565-93de-21a03f80eb81,49,7f6d4d12-7aad-43de-9f2a-1adf9f94842e,5,3,2023-09-22 13:16:54,1930299.42,95,235381407082,1100,668449303223,2024-05-18 04:21:16,3
93,86305029-80d0-4c81-b165-a565ecdb1d5e,b78472e3-aa9d-48f1-80fa-f253a0c64cc8,503,387142a1-c6a5-4d71-8000-1dc16669ffc5,4,9,2023-11-22 12:36:53,33063715.9,135,849452648310,683,945916077630,2023-07-02 07:18:09,3
94,9ef435e9-d076-4036-b149-cef33bb565b3,58bbbe42-fd72-4d2a-ae06-448102ab713a,726,b7a72aeb-d8c6-4532-a366-0f5ae81e2364,5,6,2024-02-07 08:48:37,8872900.65,475,346007537554,285,406610143762,2025-07-05 20:02:12,3
95,80e510f1-3c22-4eae-ba72-b49037183cbd,858f3ad2-8ea6-4824-afe2-8a18d8fa16ce,362,6281f069-673a-4d86-a1fa-16903a7a159e,3,7,2024-05-16 15:37:00,36648843.73,1133,855600021321,828,655465172317,2023-03-19 15:35:44,3
96,3fbfbaa2-3609-4a47-8280-1c2c65bff9ec,ec8f3588-4e96-4e2d-8a5f-5430b329b5e7,224,621fd4bf-2b35-4c45-9edd-ae19430027af,1,3,2022-12-09 18:25:17,26342571.51,1143,787525302336,684,622893549264,2024-10-08 09:14:11,3
97,5b71867e-d9e3-4550-b478-0f89cea0b7a5,41c13500-888b-4f64-9742-a39a1b52bdc2,560,e7ba1578-d1d3-43a2-9e85-bb332d3e749f,4,2,2023-04-11 23:47:00,3856110.17,675,999880001097,464,817104959244,2024-11-28 12:11:01,3
98,94350f86-d7c6-408e-90de-b10ba0af1f8c,c9b5044d-2cbb-430c-b35a-ffdc8c7cb600,183,ff9e99ec-82ca-44b8-930b-b7ed492121d0,1,2,2022-12-10 08:38:12,3142504.17,73,573122640007,995,591213077631,2023-11-17 22:01:34,3
99,9b3fcd1f-724b-43cc-af81-097e55340ce0,6aea3473-3c88-4d1b-9478-19f1854ab487,909,37a96eec-d035-4f3c-b3cd-effec93154aa,3,3,2025-01-29 18:27:54,7485238.49,400,665028601476,219,571682412917,2024-05-03 22:03:24,3
100,1162a960-71ac-4150-89de-31f78fb6d4cd,8cf28d64-0b38-4433-a5da-49e08373a5e2,880,3dc6ae12-ec07-4d76-a98c-a9b46f7c741f,4,9,2024-10-20 01:15:01,28910410.58,1034,806655933070,700,707981075752,2024-12-27 23:48:55,3
